code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz000531,2014-12-31,12.900000,13.400000,12.760000,13.400000,0.030769,9423566.000000,124377573.830000,9180088670.000000,9180109790.000000,0.013755,151.986994,2014-09-30,2014-10-29,14.913228,1.863419,14.743498,2.907956,13.408924
sz000531,2014-12-30,13.110000,13.140000,12.600000,13.000000,-0.008391,8162636.000000,105350179.630000,8906056170.000000,8906076660.000000,0.011915,147.450102,2014-09-30,2014-10-29,14.468060,1.807795,14.303397,2.821152,13.008661
sz000531,2014-12-29,13.750000,13.870000,13.000000,13.110000,-0.037445,12744533.000000,169848607.730000,8981415110.000000,8981435770.000000,0.018603,148.697825,2014-09-30,2014-10-29,14.590489,1.823092,14.424432,2.845024,13.118740
sz000531,2014-12-26,13.120000,13.640000,13.000000,13.620000,0.042081,11024073.000000,147559677.580000,9330806540.000000,9330828010.000000,0.016092,154.482420,2014-09-30,2014-10-29,15.158083,1.894014,14.985567,2.955700,13.629081
sz000531,2014-12-25,12.780000,13.200000,12.780000,13.070000,0.025098,6361060.000000,82752108.170000,8954011860.000000,8954032460.000000,0.009285,148.244157,2014-09-30,2014-10-29,14.545974,1.817530,14.380424,2.836344,13.078715
sz000531,2014-12-24,12.810000,13.000000,12.710000,12.750000,0.006314,5740420.000000,73615057.780000,8734785860.000000,8734805960.000000,0.008379,144.614620,2014-09-30,2014-10-29,14.189837,1.773031,14.028341,2.766900,12.758503
sz000531,2014-12-23,12.930000,13.200000,12.650000,12.670000,-0.020866,5864102.000000,75826309.850000,8679979360.000000,8679999330.000000,0.008560,143.707252,2014-09-30,2014-10-29,14.100805,1.761906,13.940322,2.749540,12.678451
sz000531,2014-12-22,13.500000,13.670000,12.900000,12.940000,-0.053402,9791498.000000,129402005.090000,8864951300.000000,8864971690.000000,0.014292,146.769750,2014-09-30,2014-10-29,14.401303,1.799453,14.237399,2.808134,12.948637
sz000531,2014-12-19,13.900000,14.060000,13.110000,13.670000,-0.016547,11367087.000000,154281578.730000,9365060610.000000,9365082150.000000,0.016592,155.049714,2014-09-30,2014-10-29,15.213747,1.900969,15.040597,2.966554,13.679130
sz000531,2014-12-18,14.180000,14.260000,13.660000,13.900000,-0.025929,11029092.000000,153249726.930000,9522629290.000000,9522651200.000000,0.016099,157.658489,2014-09-30,2014-10-29,15.469725,1.932953,15.293661,3.016468,13.909287
sz000531,2014-12-17,14.500000,14.970000,13.860000,14.270000,-0.000700,22971372.000000,333439168.840000,9776109350.000000,9776131840.000000,0.033531,161.855234,2014-09-30,2014-10-29,15.881516,1.984407,15.700766,3.096764,14.279541
sz000531,2014-12-16,13.530000,14.280000,13.380000,14.280000,0.054653,20368096.000000,284192233.300000,9782960160.000000,9782982670.000000,0.029731,161.968612,2014-09-30,2014-10-29,15.892641,1.985797,15.711765,3.098933,14.289544
sz000531,2014-12-15,13.480000,13.600000,12.810000,13.540000,0.006691,11933037.000000,158070598.460000,9276000040.000000,9276021380.000000,0.017418,153.575263,2014-09-30,2014-10-29,15.069071,1.882892,14.897568,2.938344,13.549048
sz000531,2014-12-12,13.350000,13.710000,13.160000,13.450000,0.003731,10912997.000000,146491846.540000,9214342730.000000,9214363930.000000,0.015929,152.554521,2014-09-30,2014-10-29,14.968914,1.870377,14.798551,2.918814,13.458994
sz000531,2014-12-11,13.200000,13.980000,13.010000,13.400000,-0.005197,15528497.000000,209195205.390000,9180088670.000000,9180109790.000000,0.022667,151.987455,2014-09-30,2014-10-29,14.913273,1.863424,14.743543,2.907964,13.408965
sz000531,2014-12-10,13.200000,13.590000,12.320000,13.470000,-0.016070,22417550.000000,291673047.230000,9228044360.000000,9228065590.000000,0.032722,152.781461,2014-09-30,2014-10-29,14.991182,1.873159,14.820565,2.923156,13.479015
sz000531,2014-12-09,15.960000,15.960000,13.690000,13.690000,-0.099934,36813174.000000,548375379.200000,9378762230.000000,9378783810.000000,0.053735,155.276758,2014-09-30,2014-10-29,15.236025,1.903753,15.062621,2.970898,13.699161
sz000531,2014-12-08,14.350000,15.470000,14.220000,15.210000,0.019437,28771278.000000,429052632.010000,10420085720.000000,10420109690.000000,0.041997,172.517080,2014-09-30,2014-10-29,16.927675,2.115126,16.735019,3.300756,15.220174
sz000531,2014-12-05,15.460000,16.150000,14.350000,14.920000,-0.018421,27985804.000000,423541384.370000,10221412160.000000,10221435670.000000,0.040850,169.227799,2014-09-30,2014-10-29,16.604925,2.074798,16.415942,3.237823,14.929980
sz000531,2014-12-04,14.800000,15.490000,14.250000,15.200000,0.047553,24474712.000000,363788933.350000,10413234910.000000,10413258860.000000,0.035725,172.403647,2014-09-30,2014-10-29,16.916545,2.113735,16.724015,3.298586,15.210166
sz000531,2014-12-03,14.350000,15.710000,14.100000,14.510000,0.013976,26979601.000000,401008179.940000,9940528850.000000,9940551720.000000,0.039382,164.577493,2014-09-30,2014-10-29,16.148629,2.017783,15.964839,3.148849,14.519710
sz000531,2014-12-02,14.030000,14.700000,13.500000,14.310000,0.009168,28410647.000000,398114195.470000,9803512600.000000,9803535150.000000,0.041470,162.309062,2014-09-30,2014-10-29,15.926047,1.989971,15.744790,3.105447,14.319580
sz000531,2014-12-01,13.080000,14.180000,12.830000,14.180000,0.099225,28607419.000000,385953720.920000,9714452040.000000,9714474390.000000,0.041758,160.834531,2014-09-30,2014-10-29,15.781363,1.971893,15.601753,3.077235,14.189491
sz000531,2014-11-28,12.510000,13.470000,12.420000,12.900000,0.017350,23505038.000000,307551156.080000,8837548050.000000,8837568380.000000,0.034310,146.316296,2014-09-30,2014-10-29,14.356809,1.793894,14.193412,2.799459,12.908632
sz000531,2014-11-27,12.600000,12.760000,12.000000,12.680000,0.039344,21911847.000000,272682250.890000,8686830170.000000,8686850160.000000,0.031984,143.821002,2014-09-30,2014-10-29,14.111966,1.763301,13.951356,2.751716,12.688486
sz000531,2014-11-26,11.500000,12.580000,11.500000,12.200000,0.063644,24187230.000000,292633959.270000,8357991180.000000,8358010400.000000,0.035306,138.376709,2014-09-30,2014-10-29,13.577763,1.696551,13.423232,2.647551,12.208168
