code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh603169,2014-12-31,16.990000,18.000000,16.600000,17.570000,0.022701,10256756.000000,178964723.000000,1757000000.000000,10386597920.000000,0.102568,17.570017,,,,,,,10.860682
sh603169,2014-12-30,18.280000,18.600000,17.000000,17.180000,-0.058114,11412852.000000,202975384.000000,1718000000.000000,10156047370.000000,0.114129,17.180013,,,,,,,10.619606
sh603169,2014-12-29,18.910000,19.250000,18.100000,18.240000,-0.038988,10251638.000000,189942657.000000,1824000000.000000,10782671940.000000,0.102516,18.240013,,,,,,,11.274832
sh603169,2014-12-26,19.050000,19.450000,18.820000,18.980000,-0.027166,11427538.000000,217693743.000000,1898000000.000000,11220126830.000000,0.114275,18.980006,,,,,,,11.732249
sh603169,2014-12-25,18.820000,20.240000,18.370000,19.510000,0.024685,15841810.000000,304174280.000000,1951000000.000000,11533439120.000000,0.158418,19.510015,,,,,,,12.059867
sh603169,2014-12-24,18.800000,19.280000,18.620000,19.040000,0.012766,10120117.000000,191726517.000000,1904000000.000000,11255596150.000000,0.101201,19.040012,,,,,,,11.769341
sh603169,2014-12-23,18.510000,20.600000,18.100000,18.800000,-0.061408,17443141.000000,335716506.000000,1880000000.000000,11113718890.000000,0.174431,18.800011,,,,,,,11.620987
sh603169,2014-12-22,21.980000,21.980000,20.030000,20.030000,-0.099775,11143915.000000,227249743.000000,2003000000.000000,11840839860.000000,0.111439,20.030014,,,,,,,12.381298
sh603169,2014-12-19,23.300000,23.850000,22.000000,22.250000,-0.066303,19829031.000000,447077574.000000,2225000000.000000,13153204540.000000,0.198290,22.250009,,,,,,,13.753559
sh603169,2014-12-18,22.950000,24.400000,22.850000,23.830000,0.020557,20874800.000000,496666440.000000,2383000000.000000,14087229850.000000,0.208748,23.830010,,,,,,,14.730217
sh603169,2014-12-17,22.660000,24.360000,22.000000,23.350000,0.017429,19041009.000000,446048418.000000,2335000000.000000,13803475320.000000,0.190410,23.350004,,,,,,,14.433507
sh603169,2014-12-16,23.000000,23.900000,22.900000,22.950000,-0.020068,16567010.000000,383184856.000000,2295000000.000000,13567013220.000000,0.165670,22.950008,,,,,,,14.186255
sh603169,2014-12-15,22.850000,24.880000,22.000000,23.420000,-0.012231,21751473.000000,511830847.000000,2342000000.000000,13844856190.000000,0.217515,23.420001,,,,,,,14.476775
sh603169,2014-12-12,24.630000,25.850000,23.600000,23.710000,-0.001264,35718689.000000,883423649.000000,2371000000.000000,14016291210.000000,0.357187,23.709998,,,,,,,14.656033
sh603169,2014-12-11,21.180000,23.740000,20.750000,23.740000,0.100093,22991198.000000,523608192.000000,2374000000.000000,14034025870.000000,0.229912,23.740005,,,,,,,14.674582
sh603169,2014-12-10,21.160000,22.400000,20.030000,21.580000,-0.018198,22724005.000000,486813281.000000,2158000000.000000,12757130510.000000,0.227240,21.579999,,,,,,,13.339401
sh603169,2014-12-09,23.510000,24.650000,21.980000,21.980000,-0.099918,27923346.000000,652169841.000000,2198000000.000000,12993592610.000000,0.279233,21.979990,,,,,,,13.586651
sh603169,2014-12-08,23.000000,25.350000,22.500000,24.420000,0.012438,31846941.000000,759899383.000000,2442000000.000000,14436011450.000000,0.318469,24.419987,,,,,,,15.094903
sh603169,2014-12-05,25.300000,25.990000,23.850000,24.120000,-0.060016,24730430.000000,611553988.000000,2412000000.000000,14258664870.000000,0.247304,24.119982,,,,,,,14.909460
sh603169,2014-12-04,25.100000,26.170000,25.100000,25.660000,0.002735,26169779.000000,669566781.000000,2566000000.000000,15169043970.000000,0.261698,25.659992,,,,,,,15.861397
sh603169,2014-12-03,25.600000,26.760000,24.400000,25.590000,-0.029947,33173604.000000,848727271.000000,2559000000.000000,15127663100.000000,0.331736,25.590004,,,,,,,15.818135
sh603169,2014-12-02,25.300000,27.720000,25.100000,26.380000,-0.006029,38884317.000000,1037137777.000000,2638000000.000000,15594675760.000000,0.388843,26.380006,,,,,,,16.306464
sh603169,2014-12-01,25.830000,28.570000,24.500000,26.540000,0.017638,54092181.000000,1473731471.000000,2654000000.000000,15689260600.000000,0.540922,26.540016,,,,,,,16.405372
sh603169,2014-11-28,22.450000,26.080000,22.080000,26.080000,0.099958,56592399.000000,1348160500.000000,2608000000.000000,15417329180.000000,0.565924,26.080016,,,,,,,16.121030
sh603169,2014-11-24,22.990000,23.710000,22.010000,23.710000,0.100232,31344178.000000,724568981.000000,2371000000.000000,14016291210.000000,0.313442,23.710011,,,,,,,14.656041
sh603169,2014-11-21,20.270000,21.550000,19.600000,21.550000,0.100051,36171978.000000,753472851.000000,2155000000.000000,12739395850.000000,0.361720,21.550010,,,,,,,13.320864
sh603169,2014-11-20,17.200000,19.590000,16.950000,19.590000,0.099944,45149066.000000,834765764.000000,1959000000.000000,11580731540.000000,0.451491,19.590010,,,,,,,12.109315
sh603169,2014-11-19,17.300000,18.400000,16.810000,17.810000,0.018296,38164575.000000,668819380.000000,1781000000.000000,10528475180.000000,0.381646,17.810007,,,,,,,11.009029
sh603169,2014-11-18,17.510000,17.860000,16.900000,17.490000,-0.045306,37162825.000000,648006794.000000,1749000000.000000,10339305500.000000,0.371628,17.490010,,,,,,,10.811226
sh603169,2014-11-17,16.500000,19.090000,16.490000,18.320000,0.000000,50035721.000000,875057180.000000,1832000000.000000,10829964360.000000,0.500357,18.320016,,,,,,,11.324285
sh603169,2014-11-14,19.110000,20.250000,18.320000,18.320000,-0.099754,23937338.000000,448448959.000000,1832000000.000000,10829964360.000000,0.239373,18.320016,,,,,,,11.324285
sh603169,2014-11-13,19.500000,23.500000,19.500000,20.350000,-0.060914,59815622.000000,1285069409.000000,2035000000.000000,12030009540.000000,0.598156,20.350011,,,,,,,12.579100
sh603169,2014-11-12,21.660000,21.670000,18.000000,21.670000,0.100000,52279230.000000,1082367469.000000,2167000000.000000,12810334480.000000,0.522792,21.670019,,,,,,,13.395046
sh603169,2014-11-10,19.700000,19.700000,19.300000,19.700000,0.099944,6590503.000000,129695480.000000,1970000000.000000,11645758620.000000,0.065905,19.700017,,,,,,,12.177314
sh603169,2014-11-07,17.910000,17.910000,17.500000,17.910000,0.100123,10583499.000000,188840782.000000,1791000000.000000,10587590710.000000,0.105835,17.910018,,,,,,,11.070849
sh603169,2014-11-06,15.300000,16.280000,15.260000,16.280000,0.100000,33823275.000000,540160722.000000,1628000000.000000,9624007630.000000,0.338233,16.280014,,,,,,,10.063283
sh603169,2014-11-05,13.450000,14.800000,12.840000,14.800000,0.100372,47855129.000000,672191160.000000,1480000000.000000,8749097850.000000,0.478551,14.800013,,,,,,,9.148439
sh603169,2014-11-04,13.190000,13.450000,12.470000,13.450000,0.099755,59705833.000000,783100400.000000,1345000000.000000,7951038250.000000,0.597058,13.450009,,,,,,,8.313951
sh603169,2014-11-03,11.700000,12.230000,11.530000,12.230000,0.099820,30669268.000000,367364104.000000,1223000000.000000,7229828830.000000,0.306693,12.230005,,,,,,,7.559821
sh603169,2014-10-31,10.500000,11.120000,10.200000,11.120000,0.099901,56082156.000000,599867889.000000,1112000000.000000,6573646490.000000,0.560822,11.120006,,,,,,,6.873690
sh603169,2014-10-30,9.740000,10.110000,9.550000,10.110000,0.100109,43461354.000000,432043787.000000,1011000000.000000,5976579680.000000,0.434614,10.110006,,,,,,,6.249371
sh603169,2014-10-29,9.190000,9.190000,9.190000,9.190000,0.100599,4153512.000000,38170775.000000,919000000.000000,5432716840.000000,0.041535,9.190004,,,,,,,5.680684
sh603169,2014-10-28,8.350000,8.350000,8.350000,8.350000,0.100132,16533144.000000,138051752.000000,835000000.000000,4936146420.000000,0.165331,8.350002,,,,,,,5.161447
sh603169,2014-10-27,7.590000,7.590000,7.590000,7.590000,0.100000,8602722.000000,65294660.000000,759000000.000000,4486868420.000000,0.086027,7.590000,,,,,,,4.691662
sh603169,2014-10-24,6.900000,6.900000,6.900000,6.900000,0.100478,1592673.000000,10989444.000000,690000000.000000,4078971290.000000,0.015927,6.900000,,,,,,,4.265147
sh603169,2014-10-23,6.270000,6.270000,6.270000,6.270000,0.100000,768550.000000,4818809.000000,627000000.000000,3706543480.000000,0.007685,6.270003,,,,,,,3.875722
sh603169,2014-10-22,5.700000,5.700000,5.700000,5.700000,0.100386,577651.000000,3292611.000000,570000000.000000,3369584980.000000,0.005777,5.700003,,,,,,,3.523384
sh603169,2014-10-21,5.180000,5.180000,5.180000,5.180000,0.099788,645002.000000,3341110.000000,518000000.000000,3062184250.000000,0.006450,5.180003,,,,,,,3.201953
sh603169,2014-10-20,4.710000,4.710000,4.710000,4.710000,0.100467,536230.000000,2525643.000000,471000000.000000,2784341270.000000,0.005362,4.710001,,,,,,,2.911427
sh603169,2014-10-17,4.280000,4.280000,4.280000,4.280000,0.100257,526769.000000,2254571.000000,428000000.000000,2530144510.000000,0.005268,4.280002,,,,,,,2.645629
sh603169,2014-10-16,3.890000,3.890000,3.890000,3.890000,0.098870,171315.000000,666415.000000,389000000.000000,2299593960.000000,0.001713,3.890002,,,,,,,2.404555
sh603169,2014-10-15,3.540000,3.540000,3.540000,3.540000,0.099379,88999.000000,315056.000000,354000000.000000,2092689620.000000,0.000890,3.540002,,,,,,,2.188207
sh603169,2014-10-14,3.220000,3.220000,3.220000,3.220000,0.098976,64579.000000,207944.000000,322000000.000000,1903519940.000000,0.000646,3.220002,,,,,,,1.990403
sh603169,2014-10-13,2.930000,2.930000,2.930000,2.930000,0.101504,65345.000000,191461.000000,293000000.000000,1732084910.000000,0.000653,2.930002,,,,,,,1.811143
sh603169,2014-10-10,2.660000,2.660000,2.660000,2.660000,0.099174,78400.000000,208544.000000,266000000.000000,1572472990.000000,0.000784,2.660001,,,,,,,1.644246
sh603169,2014-10-09,2.020000,2.420000,2.020000,2.420000,0.440476,195600.000000,471312.000000,242000000.000000,1430595730.000000,0.001956,2.420000,,,,,,,1.495892
