code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002078,2014-12-31,4.040000,4.070000,3.990000,4.060000,0.002469,23972346.000000,96682675.470000,8025366220.000000,9332072400.000000,0.012128,32.596531,2014-09-30,2014-10-30,23.543641,0.893153,4.657857,1.772139,4.050762
sz002078,2014-12-30,4.130000,4.150000,4.040000,4.050000,-0.014599,27376074.000000,111594733.340000,8005599310.000000,9309087000.000000,0.013849,32.516248,2014-09-30,2014-10-30,23.485655,0.890953,4.646385,1.767774,4.040785
sz002078,2014-12-29,4.190000,4.200000,4.100000,4.110000,-0.019093,34210477.000000,141584463.140000,8124200780.000000,9446999400.000000,0.017307,32.997986,2014-09-30,2014-10-30,23.833601,0.904153,4.715222,1.793964,4.100651
sz002078,2014-12-26,4.230000,4.240000,4.150000,4.190000,-0.002381,30855746.000000,129182637.440000,8282336080.000000,9630882600.000000,0.015610,33.640280,2014-09-30,2014-10-30,24.297514,0.921752,4.807002,1.828883,4.180468
sz002078,2014-12-25,4.200000,4.230000,4.160000,4.200000,0.002387,30151117.000000,126298968.510000,8302102990.000000,9653868000.000000,0.015253,33.720568,2014-09-30,2014-10-30,24.355504,0.923952,4.818475,1.833248,4.190446
sz002078,2014-12-24,4.100000,4.200000,4.090000,4.190000,0.024450,28084461.000000,116692817.290000,8282336080.000000,9630882600.000000,0.014208,33.640269,2014-09-30,2014-10-30,24.297506,0.921752,4.807001,1.828882,4.180467
sz002078,2014-12-23,4.150000,4.200000,4.080000,4.090000,-0.021531,35588549.000000,147275751.530000,8084666960.000000,9401028600.000000,0.018004,32.837395,2014-09-30,2014-10-30,23.717611,0.899753,4.692275,1.785233,4.080694
sz002078,2014-12-22,4.200000,4.350000,4.130000,4.180000,0.000000,57768254.000000,244193770.360000,8262569170.000000,9607897200.000000,0.029225,33.559974,2014-09-30,2014-10-30,24.239512,0.919551,4.795527,1.824517,4.170489
sz002078,2014-12-19,4.140000,4.200000,4.110000,4.180000,0.004808,40948875.000000,170506457.200000,8262569170.000000,9607897200.000000,0.020716,33.559974,2014-09-30,2014-10-30,24.239512,0.919551,4.795527,1.824517,4.170489
sz002078,2014-12-18,4.200000,4.250000,4.160000,4.160000,-0.016548,37745771.000000,158132418.730000,8223035340.000000,9561926400.000000,0.019095,33.399390,2014-09-30,2014-10-30,24.123526,0.915151,4.772581,1.815787,4.150533
sz002078,2014-12-17,4.290000,4.290000,4.160000,4.230000,-0.016279,58735866.000000,247173395.340000,8361403730.000000,9722824200.000000,0.029714,33.961383,2014-09-30,2014-10-30,24.529439,0.930550,4.852886,1.846340,4.220372
sz002078,2014-12-16,4.400000,4.400000,4.240000,4.300000,-0.027149,79312740.000000,341106993.720000,8499772109.999999,9883722000.000000,0.040124,34.523389,2014-09-30,2014-10-30,24.935361,0.945949,4.933194,1.876894,4.290212
sz002078,2014-12-15,4.300000,4.460000,4.260000,4.420000,0.035129,83799017.000000,366885988.450000,8736975050.000000,10159546800.000000,0.042394,35.486821,2014-09-30,2014-10-30,25.631224,0.972348,5.070862,1.929272,4.409937
sz002078,2014-12-12,4.210000,4.300000,4.200000,4.270000,0.007075,69902574.000000,296866612.550000,8440471369.999999,9814765800.000000,0.035363,34.282511,2014-09-30,2014-10-30,24.761381,0.939349,4.898773,1.863798,4.260278
sz002078,2014-12-11,4.090000,4.260000,4.050000,4.240000,0.034146,71983924.000000,299333588.250000,8381170640.000000,9745809600.000000,0.036416,34.041666,2014-09-30,2014-10-30,24.587425,0.932750,4.864358,1.850705,4.230348
sz002078,2014-12-10,4.000000,4.100000,3.930000,4.100000,0.019900,47771982.000000,192119603.600000,8104433870.000000,9424014000.000000,0.024168,32.917660,2014-09-30,2014-10-30,23.775584,0.901952,4.703744,1.789597,4.090668
sz002078,2014-12-09,4.200000,4.260000,3.990000,4.020000,-0.042857,111937667.000000,465794427.350000,7946298580.000000,9240130800.000000,0.056629,32.275380,2014-09-30,2014-10-30,23.311681,0.884353,4.611966,1.754679,4.010852
sz002078,2014-12-08,4.050000,4.210000,4.040000,4.200000,0.042184,83613994.000000,346849452.800000,8302102990.000000,9653868000.000000,0.042300,33.720541,2014-09-30,2014-10-30,24.355484,0.923951,4.818471,1.833246,4.190442
sz002078,2014-12-05,4.150000,4.220000,4.010000,4.030000,-0.031250,87430899.000000,359247042.510000,7966065490.000000,9263116200.000000,0.044231,32.355650,2014-09-30,2014-10-30,23.369659,0.886553,4.623436,1.759043,4.020828
sz002078,2014-12-04,4.100000,4.170000,4.080000,4.160000,0.019608,83257790.000000,343146973.290000,8223035340.000000,9561926400.000000,0.042120,33.399381,2014-09-30,2014-10-30,24.123519,0.915151,4.772579,1.815786,4.150532
sz002078,2014-12-03,4.040000,4.130000,4.020000,4.080000,0.009901,62916372.000000,256577374.580000,8064900050.000000,9378043200.000000,0.031829,32.757080,2014-09-30,2014-10-30,23.659601,0.897552,4.680798,1.780867,4.070713
sz002078,2014-12-02,4.000000,4.050000,3.990000,4.040000,0.004975,32243747.000000,129914711.110000,7985832400.000000,9286101600.000000,0.016312,32.435932,2014-09-30,2014-10-30,23.427644,0.888752,4.634908,1.763407,4.030804
sz002078,2014-12-01,4.000000,4.040000,3.980000,4.020000,0.002494,27857589.000000,111576880.720000,7946298580.000000,9240130800.000000,0.014093,32.275362,2014-09-30,2014-10-30,23.311669,0.884353,4.611963,1.754678,4.010850
