code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002726,2014-12-31,21.390000,21.850000,21.320000,21.680000,0.004169,1215117.000000,26204818.890000,1183511200.000000,4731443200.000000,0.022259,21.680036,,,,,,,10.783857
sz002726,2014-12-30,21.650000,21.930000,21.260000,21.590000,-0.003232,1249270.000000,26966590.170000,1178598100.000000,4711801600.000000,0.022885,21.590028,,,,,,,10.739086
sz002726,2014-12-29,21.480000,21.950000,20.810000,21.660000,0.008380,2125314.000000,45440892.320000,1182419400.000000,4727078400.000000,0.038932,21.660033,,,,,,,10.773907
sz002726,2014-12-26,21.690000,21.710000,21.400000,21.480000,-0.009682,1001731.000000,21504051.250000,1172593200.000000,4687795200.000000,0.018350,21.480030,,,,,,,10.684372
sz002726,2014-12-25,21.450000,21.990000,21.220000,21.690000,0.014974,1676182.000000,36397941.830000,1184057100.000000,4733625600.000000,0.030705,21.690033,,,,,,,10.788829
sz002726,2014-12-24,20.710000,21.600000,20.710000,21.370000,0.041931,2354843.000000,49816025.250000,1166588300.000000,4663788800.000000,0.043137,21.370038,,,,,,,10.629661
sz002726,2014-12-23,20.670000,20.970000,20.500000,20.510000,0.000488,1630099.000000,33806581.190000,1119640900.000000,4476102400.000000,0.029861,20.510032,,,,,,,10.201885
sz002726,2014-12-22,22.730000,22.730000,20.480000,20.500000,-0.098901,4171217.000000,86762964.150000,1119095000.000000,4473920000.000000,0.076410,20.500028,,,,,,,10.196909
sz002726,2014-12-19,22.640000,23.080000,22.460000,22.750000,0.004859,2808511.000000,64047187.300000,1241922500.000000,4964960000.000000,0.051447,22.750029,,,,,,,11.316081
sz002726,2014-12-18,22.570000,22.950000,22.510000,22.640000,-0.002204,1406007.000000,31944100.680000,1235917600.000000,4940953600.000000,0.025756,22.640021,,,,,,,11.261362
sz002726,2014-12-17,23.140000,23.140000,22.430000,22.690000,-0.020716,2920057.000000,66188562.140000,1238647100.000000,4951865600.000000,0.053491,22.690030,,,,,,,11.286237
sz002726,2014-12-16,23.480000,23.480000,23.120000,23.170000,-0.013203,1971885.000000,45802496.650000,1264850300.000000,5056620800.000000,0.036122,23.170020,,,,,,,11.524989
