code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600804,2014-12-31,17.730000,18.290000,17.700000,17.980000,0.014100,21785854.000000,390686346.000000,24145211410.000000,25012933260.000000,0.016223,141.100704,2014-09-30,2014-10-25,50.777655,3.803933,5.867386,5.377244,18.012348
sh600804,2014-12-30,18.340000,18.500000,17.580000,17.730000,-0.033261,25312482.000000,452894787.000000,23809488230.000000,24665144980.000000,0.018849,139.138846,2014-09-30,2014-10-25,50.071644,3.751043,5.785806,5.302479,17.761905
sh600804,2014-12-29,19.000000,19.320000,18.060000,18.340000,-0.001089,30992476.000000,581071558.000000,24628652800.000000,25513748390.000000,0.023079,143.925968,2014-09-30,2014-10-25,51.794377,3.880099,5.984869,5.484912,18.373010
sh600804,2014-12-26,18.400000,18.580000,18.200000,18.360000,0.003279,22626718.000000,416814429.000000,24655510650.000000,25541571450.000000,0.016849,144.082874,2014-09-30,2014-10-25,51.850843,3.884329,5.991394,5.490892,18.393040
sh600804,2014-12-25,17.900000,18.370000,17.660000,18.300000,0.027513,24050996.000000,434440685.000000,24574937090.000000,25458102260.000000,0.017910,143.611971,2014-09-30,2014-10-25,51.681380,3.871634,5.971812,5.472946,18.332927
sh600804,2014-12-24,17.630000,18.090000,17.550000,17.810000,0.013660,23207570.000000,411967743.000000,23916919650.000000,24776437230.000000,0.017282,139.766573,2014-09-30,2014-10-25,50.297543,3.767966,5.811909,5.326401,17.842038
sh600804,2014-12-23,18.110000,18.650000,17.540000,17.570000,-0.033553,31203958.000000,565711088.000000,23594625390.000000,24442560480.000000,0.023236,137.883090,2014-09-30,2014-10-25,49.619738,3.717189,5.733588,5.254623,17.601601
sh600804,2014-12-22,18.910000,18.910000,17.530000,18.180000,-0.038604,45862138.000000,826498727.000000,24413789960.000000,25291163890.000000,0.034152,142.670100,2014-09-30,2014-10-25,51.342430,3.846242,5.932646,5.437052,18.212691
sh600804,2014-12-19,19.100000,19.540000,18.670000,18.910000,-0.000529,35810743.000000,682674287.000000,25394101660.000000,26306705670.000000,0.026667,148.398891,2014-09-30,2014-10-25,53.404040,4.000685,6.170867,5.655372,18.944005
sh600804,2014-12-18,19.020000,19.320000,18.800000,18.920000,-0.007345,31747937.000000,605344303.000000,25407530580.000000,26320617200.000000,0.023641,148.477435,2014-09-30,2014-10-25,53.432305,4.002802,6.174133,5.658365,18.954032
sh600804,2014-12-17,19.400000,19.990000,19.000000,19.060000,-0.024066,43223384.000000,842908879.000000,25595535570.000000,26515378640.000000,0.032187,149.576071,2014-09-30,2014-10-25,53.827670,4.032420,6.219817,5.700234,19.094280
sh600804,2014-12-16,19.500000,19.770000,19.050000,19.530000,-0.003571,37536574.000000,728478741.000000,26226695150.000000,27169220610.000000,0.027952,153.264536,2014-09-30,2014-10-25,55.155031,4.131857,6.373195,5.840798,19.565134
sh600804,2014-12-15,19.030000,19.850000,19.030000,19.600000,0.011352,52585628.000000,1028546507.000000,26320697650.000000,27266601330.000000,0.039158,153.813805,2014-09-30,2014-10-25,55.352695,4.146665,6.396035,5.861730,19.635252
sh600804,2014-12-12,18.200000,19.880000,18.180000,19.380000,0.068946,86474929.000000,1645259271.000000,26025261240.000000,26960547640.000000,0.064395,152.087310,2014-09-30,2014-10-25,54.731384,4.100121,6.324242,5.795935,19.414854
sh600804,2014-12-11,18.180000,18.370000,17.770000,18.130000,-0.013602,42450710.000000,767736653.000000,24346645320.000000,25221606230.000000,0.031611,142.277823,2014-09-30,2014-10-25,51.201262,3.835667,5.916334,5.422103,18.162615
sh600804,2014-12-10,17.900000,18.500000,17.730000,18.380000,0.027390,82257489.000000,1500369567.000000,24682368510.000000,25569394510.000000,0.061254,144.239772,2014-09-30,2014-10-25,51.907305,3.888559,5.997918,5.496871,18.413069
