code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz000677,2014-12-11,6.290000,6.640000,6.250000,6.530000,0.039809,41691961.000000,269050325.630000,5641581570.000000,5641776000.000000,0.048257,120.643822,2014-09-30,2014-10-24,-10.476493,2.839347,64.381892,21.474887,6.199592
sz000677,2014-12-10,5.790000,6.330000,5.600000,6.280000,0.082759,36993566.000000,223720926.020000,5425594530.000000,5425781510.000000,0.042819,116.024984,2014-09-30,2014-10-24,-10.075401,2.730643,61.917037,20.652723,5.962241
sz000677,2014-12-09,5.990000,6.250000,5.780000,5.800000,-0.028476,43806677.000000,266605487.430000,5010899400.000000,5011072100.000000,0.050705,107.156794,2014-09-30,2014-10-24,-9.305303,2.521930,57.184505,19.074164,5.506527
sz000677,2014-12-08,5.600000,6.080000,5.530000,5.970000,0.066071,40780474.000000,237028113.330000,5157770590.000000,5157948350.000000,0.047202,110.297630,2014-09-30,2014-10-24,-9.578048,2.595850,58.860620,19.633240,5.667927
sz000677,2014-12-05,5.930000,5.930000,5.470000,5.600000,-0.058824,43160862.000000,245196382.810000,4838109770.000000,4838276510.000000,0.049958,103.461805,2014-09-30,2014-10-24,-8.984437,2.434969,55.212664,18.416447,5.316650
sz000677,2014-12-04,6.090000,6.120000,5.800000,5.950000,-0.021382,44881200.000000,265937274.410000,5140491630.000000,5140668790.000000,0.051949,109.928223,2014-09-30,2014-10-24,-9.545969,2.587156,58.663485,19.567485,5.648944
sz000677,2014-12-03,6.400000,6.480000,6.000000,6.080000,-0.057364,44228186.000000,272443397.030000,5252804890.000000,5252985920.000000,0.051193,112.330064,2014-09-30,2014-10-24,-9.754541,2.643683,59.945233,19.995019,5.772368
sz000677,2014-12-02,6.360000,6.500000,6.210000,6.450000,0.015748,28660233.000000,181902227.890000,5572465720.000000,5572657760.000000,0.033174,119.165896,2014-09-30,2014-10-24,-10.348152,2.804564,63.593193,21.211813,6.123645
sz000677,2014-12-01,5.770000,6.350000,5.750000,6.350000,0.100520,44825996.000000,275957318.000000,5486070900.000000,5486259970.000000,0.051885,117.318367,2014-09-30,2014-10-24,-10.187716,2.761082,62.607254,20.882948,6.028705
sz000677,2014-11-28,5.700000,5.850000,5.550000,5.770000,0.012281,32296846.000000,183708517.900000,4984980960.000000,4985152760.000000,0.037383,106.602667,2014-09-30,2014-10-24,-9.257184,2.508889,56.888793,18.975528,5.478051
sz000677,2014-11-27,5.500000,5.900000,5.460000,5.700000,0.036364,43168842.000000,244559363.090000,4924504590.000000,4924674300.000000,0.049967,105.309363,2014-09-30,2014-10-24,-9.144876,2.478451,56.198618,18.745317,5.411592
sz000677,2014-11-26,5.110000,5.550000,5.060000,5.500000,0.070039,46718093.000000,251716196.940000,4751714950.000000,4751878710.000000,0.054075,101.614262,2014-09-30,2014-10-24,-8.824000,2.391487,54.226717,18.087580,5.221709
sz000677,2014-11-25,4.900000,5.220000,4.860000,5.140000,0.055441,36563394.000000,186245490.050000,4440693610.000000,4440846650.000000,0.042321,94.963138,2014-09-30,2014-10-24,-8.246428,2.234953,50.677328,16.903664,4.879924
sz000677,2014-11-24,4.950000,5.000000,4.820000,4.870000,-0.002049,20893654.000000,101993117.190000,4207427600.000000,4207572610.000000,0.024184,89.974843,2014-09-30,2014-10-24,-7.813254,2.117554,48.015311,16.015736,4.623588
sz000677,2014-11-21,4.830000,4.950000,4.800000,4.880000,0.002053,25930049.000000,127182000.820000,4216067080.000000,4216212390.000000,0.030013,90.159580,2014-09-30,2014-10-24,-7.829296,2.121902,48.113896,16.048620,4.633081
sz000677,2014-11-20,4.680000,4.920000,4.650000,4.870000,0.038380,26455983.000000,126511219.640000,4207427600.000000,4207572610.000000,0.030622,89.974862,2014-09-30,2014-10-24,-7.813255,2.117554,48.015321,16.015739,4.623589
