code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz000610,2014-12-31,10.530000,10.750000,10.140000,10.590000,-0.001885,7749957.000000,80686921.440000,2064972860.000000,2083221890.000000,0.039745,33.734868,2014-09-30,2014-10-17,641.429644,3.121326,-188.568437,4.688815,10.335220
sz000610,2014-12-30,10.970000,11.040000,10.460000,10.610000,-0.054367,8883596.000000,95835194.440000,2068872720.000000,2087156210.000000,0.045559,33.798579,2014-09-30,2014-10-17,642.641022,3.127221,-188.924560,4.697670,10.354739
sz000610,2014-12-29,10.780000,11.880000,10.560000,11.220000,0.008993,18609266.000000,207495985.170000,2187818270.000000,2207152940.000000,0.095436,35.741750,2014-09-30,2014-10-17,679.588194,3.307013,-199.786344,4.967752,10.950061
sz000610,2014-12-26,10.420000,11.420000,10.420000,11.120000,0.071291,18342668.000000,203419356.190000,2168319000.000000,2187481340.000000,0.094068,35.423190,2014-09-30,2014-10-17,673.531128,3.277538,-198.005679,4.923475,10.852465
sz000610,2014-12-25,9.970000,10.440000,9.800000,10.380000,0.039039,6388119.000000,65320401.300000,2024024390.000000,2041911540.000000,0.032761,33.065889,2014-09-30,2014-10-17,628.709779,3.059429,-184.829032,4.595834,10.130268
sz000610,2014-12-24,9.820000,10.000000,9.730000,9.990000,0.027778,3025617.000000,29926588.980000,1947977230.000000,1965192320.000000,0.015517,31.823530,2014-09-30,2014-10-17,605.087758,2.944479,-177.884596,4.423158,9.749651
sz000610,2014-12-23,9.750000,10.090000,9.660000,9.720000,-0.003077,4060107.000000,40137186.280000,1895329200.000000,1912079010.000000,0.020822,30.963428,2014-09-30,2014-10-17,588.733908,2.864898,-173.076866,4.303612,9.486145
sz000610,2014-12-22,10.180000,10.180000,9.490000,9.750000,-0.050633,7181569.000000,70529893.560000,1901178980.000000,1917980490.000000,0.036830,31.058997,2014-09-30,2014-10-17,590.551033,2.873740,-173.611068,4.316895,9.515424
sz000610,2014-12-19,10.600000,10.660000,10.000000,10.270000,-0.036585,6426512.000000,66199801.200000,2002575190.000000,2020272790.000000,0.032958,32.715480,2014-09-30,2014-10-17,622.047146,3.027007,-182.870342,4.547130,10.022914
sz000610,2014-12-18,10.600000,10.980000,10.560000,10.660000,-0.008372,5935234.000000,63672246.590000,2078622350.000000,2096992010.000000,0.030438,33.957827,2014-09-30,2014-10-17,645.668945,3.141955,-189.814713,4.719804,10.403527
sz000610,2014-12-17,10.950000,11.080000,10.520000,10.750000,-0.029783,8101332.000000,86956343.590000,2096171700.000000,2114696440.000000,0.041547,34.244522,2014-09-30,2014-10-17,651.120122,3.168482,-191.417258,4.759652,10.491361
